payer_key,payer_name,organization_key,organization_name,year_month,encounter_count,total_claim_cost,total_payer_coverage,total_patient_responsibility,average_claim_cost,coverage_ratio
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1996-09,9,8868.70,8553.70,315.00,985.4111111111111111,0.96448182935492236743
445788698227523135,Dual Eligible,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,1996-10,1,516.95,481.95,35.00,516.9500000000000000,0.93229519295870006770
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1996-10,11,10005.18,9620.18,385.00,909.5618181818181818,0.96151993267487441505
445788698227523135,Dual Eligible,257983333266586147,WOONSOCKET URGENT CARE PC,1996-11,1,1013.42,978.42,35.00,1013.4200000000000000,0.96546348009709695881
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1996-11,7,5362.33,5117.33,245.00,766.0471428571428571,0.95431090589352016754
445788698227523135,Dual Eligible,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,1996-11,1,516.95,481.95,35.00,516.9500000000000000,0.93229519295870006770
357555573157303140,Blue Cross Blue Shield,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,1996-12,1,727.53,0.00,727.53,727.5300000000000000,0E-20
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1996-12,12,9533.15,9113.15,420.00,794.4291666666666667,0.95594320869806936847
445788698227523135,Dual Eligible,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,1996-12,1,516.95,481.95,35.00,516.9500000000000000,0.93229519295870006770
445788698227523135,Dual Eligible,164982158369714689,A&A HEALTHCARE LLC,1997-01,1,1036.34,1001.34,35.00,1036.3400000000000000,0.96622729992087538839
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1997-01,5,5030.67,4855.67,175.00,1006.1340000000000000,0.96521338112020864020
445788698227523135,Dual Eligible,496794533100234578,WELLNESS ON WHEELS PC,1997-01,1,1685.47,1650.47,35.00,1685.4700000000000000,0.97923427886583564228
278663187212707114,NO_INSURANCE,537663206495302230,MELROSE FAMILY OPTICIANS LLC,1997-02,1,1498.72,0.00,1498.72,1498.7200000000000000,0E-20
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1997-02,9,6945.30,6630.30,315.00,771.7000000000000000,0.95464558766359984450
278663187212707114,NO_INSURANCE,683258316057948949,STEWARD ST. ANNES HOSPITAL CORPORATION,1997-02,1,1005.38,0.00,1005.38,1005.3800000000000000,0E-20
445788698227523135,Dual Eligible,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,1997-02,1,234.71,199.71,35.00,234.7100000000000000,0.85087980912615568148
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1997-03,7,5710.80,5465.80,245.00,815.8285714285714286,0.95709883028647474960
445788698227523135,Dual Eligible,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,1997-04,3,6075.43,5970.43,105.00,2025.1433333333333333,0.98271727268687154654
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1997-04,6,4509.10,4299.10,210.00,751.5166666666666667,0.95342751325098134883
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1997-05,8,7497.48,7217.48,280.00,937.1850000000000000,0.96265411845046602325
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1997-06,11,7242.72,6857.72,385.00,658.4290909090909091,0.94684317493980162149
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1997-07,10,9738.38,9388.38,350.00,973.8380000000000000,0.96405973067389031851
445788698227523135,Dual Eligible,735781928677083388,PEACE & HARMONY HOME CARE LLC,1997-08,10,7101.56,6751.56,350.00,710.1560000000000000,0.95071505415711477478
278663187212707114,NO_INSURANCE,410915144747947572,COOLEY DICKINSON HOSPITAL INC,1997-08,1,1005.38,0.00,1005.38,1005.3800000000000000,0E-20
445788698227523135,Dual Eligible,257983333266586147,WOONSOCKET URGENT CARE PC,1997-08,1,573.98,538.98,35.00,573.9800000000000000,0.93902226558416669570
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1997-08,11,9744.58,9359.58,385.00,885.8709090909090909,0.96049085748180013915
445788698227523135,Dual Eligible,735781928677083388,PEACE & HARMONY HOME CARE LLC,1997-09,1,991.33,956.33,35.00,991.3300000000000000,0.96469389607900497312
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1997-09,12,10835.49,10415.49,420.00,902.9575000000000000,0.96123848575375917471
952317639554652821,Medicare,1098770971879567184,MIDDLETON FAMILY MEDICINE URGENT CARE  LLC,1997-10,1,142.58,114.06,28.52,142.5800000000000000,0.79997194557441436387
278663187212707114,NO_INSURANCE,658306035533165929,VMD PRIMARY PROVIDERS MASSACHUSETTS PLLC,1997-10,1,1266.48,0.00,1266.48,1266.4800000000000000,0E-20
445788698227523135,Dual Eligible,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,1997-10,1,516.95,481.95,35.00,516.9500000000000000,0.93229519295870006770
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1997-10,6,6746.63,6536.63,210.00,1124.4383333333333333,0.96887334861997767774
278663187212707114,NO_INSURANCE,160559015988030201,HEALTHFIRST FAMILY CARE CENTER INC,1997-10,1,1050.78,0.00,1050.78,1050.7800000000000000,0E-20
445788698227523135,Dual Eligible,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,1997-11,1,516.95,481.95,35.00,516.9500000000000000,0.93229519295870006770
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1997-11,7,4545.44,4300.44,245.00,649.3485714285714286,0.94609982751944806223
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1997-12,12,11412.46,10992.46,420.00,951.0383333333333333,0.96319811854762251083
467436209270504951,Humana,222681380209834388,SOUTH SHORE HOSPITAL INC.,1998-01,2,602.50,0.00,602.50,301.2500000000000000,0E-20
445788698227523135,Dual Eligible,164982158369714689,A&A HEALTHCARE LLC,1998-01,1,1687.44,1652.44,35.00,1687.4400000000000000,0.97925852178447826293
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1998-01,10,9398.40,9048.40,350.00,939.8400000000000000,0.96275961865849506299
952317639554652821,Medicare,622746900524004548,WHITTIER REHABILTATION HOSPITAL,1998-01,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1998-02,4,5521.70,5381.70,140.00,1380.4250000000000000,0.97464548961370592390
445788698227523135,Dual Eligible,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,1998-02,2,3771.46,3701.46,70.00,1885.7300000000000000,0.98143954860982219088
445788698227523135,Dual Eligible,496794533100234578,WELLNESS ON WHEELS PC,1998-02,1,927.94,892.94,35.00,927.9400000000000000,0.96228204409767872923
278663187212707114,NO_INSURANCE,537663206495302230,MELROSE FAMILY OPTICIANS LLC,1998-02,1,1063.94,0.00,1063.94,1063.9400000000000000,0E-20
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1998-03,10,7857.45,7507.45,350.00,785.7450000000000000,0.95545628670879229266
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1998-04,11,11317.11,10932.11,385.00,1028.8281818181818182,0.96598071415758970267
278663187212707114,NO_INSURANCE,469245621271018320,LYNN URGENT CARE LLC,1998-04,1,879.10,0.00,879.10,879.1000000000000000,0E-20
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1998-05,9,7307.37,6992.37,315.00,811.9300000000000000,0.95689283558927493749
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1998-06,6,9172.65,8962.65,210.00,1528.7750000000000000,0.97710585272522117382
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1998-07,11,9542.23,9157.23,385.00,867.4754545454545455,0.95965303707833493848
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1998-08,9,8093.10,7778.10,315.00,899.2333333333333333,0.96107795529525151055
445788698227523135,Dual Eligible,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,1998-09,2,231.73,161.73,70.00,115.8650000000000000,0.69792430846243473007
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1998-09,7,7231.66,6986.66,245.00,1033.0942857142857143,0.96612119485705909846
278663187212707114,NO_INSURANCE,723111811226363721,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,1998-10,1,1477.28,0.00,1477.28,1477.2800000000000000,0E-20
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1998-10,7,4149.29,3904.29,245.00,592.7557142857142857,0.94095375353373709719
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1998-11,5,5008.96,4833.96,175.00,1001.7920000000000000,0.96506260780681019613
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1998-12,9,8821.90,8506.90,315.00,980.2111111111111111,0.96429340618234167243
278663187212707114,NO_INSURANCE,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),1999-01,2,331.56,0.00,331.56,165.7800000000000000,0E-20
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1999-01,12,10008.23,9588.23,420.00,834.0191666666666667,0.95803453757557530153
445788698227523135,Dual Eligible,164982158369714689,A&A HEALTHCARE LLC,1999-02,1,1216.98,1181.98,35.00,1216.9800000000000000,0.97124028332429456524
278663187212707114,NO_INSURANCE,537663206495302230,MELROSE FAMILY OPTICIANS LLC,1999-02,1,860.16,0.00,860.16,860.1600000000000000,0E-20
445788698227523135,Dual Eligible,496794533100234578,WELLNESS ON WHEELS PC,1999-02,1,927.94,892.94,35.00,927.9400000000000000,0.96228204409767872923
38194544675647776,Medicaid,1031243542611916810,ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN,1999-02,1,13148.10,13098.10,50.00,13148.1000000000000000,0.99619716917273218184
445788698227523135,Dual Eligible,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,1999-02,1,234.71,199.71,35.00,234.7100000000000000,0.85087980912615568148
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1999-02,6,5030.89,4820.89,210.00,838.4816666666666667,0.95825788280006122177
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1999-03,11,7922.03,7537.03,385.00,720.1845454545454545,0.95140134536223669943
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1999-04,6,3495.01,3285.01,210.00,582.5016666666666667,0.93991433500905576808
445788698227523135,Dual Eligible,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,1999-04,1,516.95,481.95,35.00,516.9500000000000000,0.93229519295870006770
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1999-05,10,8592.02,8242.02,350.00,859.2020000000000000,0.95926452685166002872
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1999-06,9,8336.63,8021.63,315.00,926.2922222222222222,0.96221494776666350792
38194544675647776,Medicaid,587757060655614946,CLARITY HEALTH & WELLNESS LLC,1999-06,1,919.90,869.90,50.00,919.9000000000000000,0.94564626589846722470
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,1999-07,1,553.07,403.07,150.00,553.0700000000000000,0.72878659120906937639
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,1999-07,5,4745.01,4570.01,175.00,949.0020000000000000,0.96311915043382416475
38194544675647776,Medicaid,635544131513586331,CAMBRIDGE PUBLIC HEALTH COMMISSION,1999-07,1,85.55,35.55,50.00,85.5500000000000000,0.41554646405610753945
278663187212707114,NO_INSURANCE,694540912856437675,PULMONARY INTERNISTS AND CONSULTANTS PC,1999-07,1,1069.06,0.00,1069.06,1069.0600000000000000,0E-20
38194544675647776,Medicaid,635544131513586331,CAMBRIDGE PUBLIC HEALTH COMMISSION,1999-08,1,516.95,466.95,50.00,516.9500000000000000,0.90327884708385723958
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,1999-08,7,5576.16,5226.16,350.00,796.5942857142857143,0.93723279102464778629
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,1999-09,8,6070.20,5670.20,400.00,758.7750000000000000,0.93410431287272248031
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,1999-10,7,8299.13,7949.13,350.00,1185.5900000000000000,0.95782690474784706349
952317639554652821,Medicare,257485178825861130,URGENT CARE MEDICAL ASSOCIATES  LLC,1999-11,1,1887.46,1509.95,377.51,1887.4600000000000000,0.79999046337405825819
38194544675647776,Medicaid,257983333266586147,WOONSOCKET URGENT CARE PC,1999-11,1,797.72,747.72,50.00,797.7200000000000000,0.93732136589279446422
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,1999-11,5,2679.35,2429.35,250.00,535.8700000000000000,0.90669378767238322728
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,1999-12,9,12138.52,11688.52,450.00,1348.7244444444444444,0.96292793520132602657
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,2000-01,4,3228.82,3028.82,200.00,807.2050000000000000,0.93805786634126399118
278663187212707114,NO_INSURANCE,537663206495302230,MELROSE FAMILY OPTICIANS LLC,2000-02,1,860.16,0.00,860.16,860.1600000000000000,0E-20
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,2000-02,2,2458.24,2358.24,100.00,1229.1200000000000000,0.95932048945587086696
445788698227523135,Dual Eligible,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,2000-02,1,234.71,199.71,35.00,234.7100000000000000,0.85087980912615568148
445788698227523135,Dual Eligible,164982158369714689,A&A HEALTHCARE LLC,2000-02,1,1291.56,1256.56,35.00,1291.5600000000000000,0.97290098795255350119
38194544675647776,Medicaid,496794533100234578,WELLNESS ON WHEELS PC,2000-02,1,853.36,803.36,50.00,853.3600000000000000,0.94140808099746882910
445788698227523135,Dual Eligible,965482326565273582,TIMOTHY DANIELS HOUSE,2000-03,1,146.18,111.18,35.00,146.1800000000000000,0.76056916130797646737
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2000-03,1,142.58,114.06,28.52,142.5800000000000000,0.79997194557441436387
278663187212707114,NO_INSURANCE,687244083159868427,MELROSEWAKEFIELD HEALTHCARE  INC,2000-03,1,2730.98,0.00,2730.98,2730.9800000000000000,0E-20
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,2000-03,1,1229.12,1179.12,50.00,1229.1200000000000000,0.95932048945587086696
445788698227523135,Dual Eligible,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,2000-06,1,516.95,481.95,35.00,516.9500000000000000,0.93229519295870006770
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,2000-07,1,22153.92,22103.92,50.00,22153.920000000000,0.99774306307867862663
38194544675647776,Medicaid,587757060655614946,CLARITY HEALTH & WELLNESS LLC,2000-07,1,704.20,554.20,150.00,704.2000000000000000,0.78699233172394206191
445788698227523135,Dual Eligible,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,2000-07,2,5958.64,5888.64,70.00,2979.3200000000000000,0.98825235288589342535
38194544675647776,Medicaid,1101856705377912875,COMMUNITY VISITING NURSE AGENCY  INC.,2000-07,1,15236.53,15086.53,150.00,15236.5300000000000000,0.99015523875843121761
467436209270504951,Humana,433837020145504394,ZANJABEE INTEGRATIVE MEDICINE AND PRIMARY CARE LLC,2000-07,1,704.20,0.00,704.20,704.2000000000000000,0E-20
952317639554652821,Medicare,815218868737845247,Causeway OPC,2000-08,1,1291.56,867.50,424.06,1291.5600000000000000,0.67166837003313822045
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,2000-09,1,516.95,466.95,50.00,516.9500000000000000,0.90327884708385723958
467436209270504951,Humana,222681380209834388,SOUTH SHORE HOSPITAL INC.,2000-09,1,13537.81,13537.81,0.00,13537.8100000000000000,1.00000000000000000000
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,2000-10,1,516.95,466.95,50.00,516.9500000000000000,0.90327884708385723958
278663187212707114,NO_INSURANCE,439410479591029051,LOWELL FAMILY MEDICAL CARE PC,2000-10,1,704.20,0.00,704.20,704.2000000000000000,0E-20
38194544675647776,Medicaid,160559015988030201,HEALTHFIRST FAMILY CARE CENTER INC,2000-10,1,971.69,821.69,150.00,971.6900000000000000,0.84562977904475707273
38194544675647776,Medicaid,635544131513586331,CAMBRIDGE PUBLIC HEALTH COMMISSION,2000-11,1,92.93,42.93,50.00,92.9300000000000000,0.46196061551705584849
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2000-11,1,516.95,0.00,516.95,516.9500000000000000,0E-20
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2000-12,1,92.93,42.93,50.00,92.9300000000000000,0.46196061551705584849
952317639554652821,Medicare,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,2001-02,2,5497.06,4397.64,1099.42,2748.5300000000000000,0.79999854467660895097
278663187212707114,NO_INSURANCE,687244083159868427,MELROSEWAKEFIELD HEALTHCARE  INC,2001-02,1,2730.98,0.00,2730.98,2730.9800000000000000,0E-20
38194544675647776,Medicaid,496794533100234578,WELLNESS ON WHEELS PC,2001-02,1,1130.45,1080.45,50.00,1130.4500000000000000,0.95576982617541686939
952317639554652821,Medicare,164982158369714689,A&A HEALTHCARE LLC,2001-02,1,1284.76,842.13,442.63,1284.7600000000000000,0.65547650923129611756
278663187212707114,NO_INSURANCE,537663206495302230,MELROSE FAMILY OPTICIANS LLC,2001-03,1,860.16,0.00,860.16,860.1600000000000000,0E-20
278663187212707114,NO_INSURANCE,363458983347729064,Fitchburg Outpatient Clinic,2001-03,3,15068.26,0.00,15068.26,5022.7533333333333333,0E-24
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,2001-03,1,2673.95,2623.95,50.00,2673.9500000000000000,0.98130107144860599488
952317639554652821,Medicare,742853919342579422,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,2001-03,3,4139.25,3311.40,827.85,1379.7500000000000000,0.80000000000000000000
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,2001-04,1,516.95,466.95,50.00,516.9500000000000000,0.90327884708385723958
38194544675647776,Medicaid,635544131513586331,CAMBRIDGE PUBLIC HEALTH COMMISSION,2001-05,1,85.55,35.55,50.00,85.5500000000000000,0.41554646405610753945
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,2001-05,1,516.95,466.95,50.00,516.9500000000000000,0.90327884708385723958
38194544675647776,Medicaid,353447819048907343,CAMBRIDGE PUBLIC HEALTH COMMISSION,2001-05,1,1005.38,955.38,50.00,1005.3800000000000000,0.95026756052437884183
278663187212707114,NO_INSURANCE,687244083159868427,MELROSEWAKEFIELD HEALTHCARE  INC,2001-05,1,85.55,0.00,85.55,85.5500000000000000,0E-20
38194544675647776,Medicaid,679818074188163933,ARBOUR-FULLER HOSPITAL,2001-06,2,1896.70,1796.70,100.00,948.3500000000000000,0.94727684926451204724
952317639554652821,Medicare,815218868737845247,Causeway OPC,2001-09,1,1216.98,787.18,429.80,1216.9800000000000000,0.64683067922233726109
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,2001-11,2,20211.41,20141.41,70.00,10105.7050000000000000,0.99653660976646359655
445788698227523135,Dual Eligible,679818074188163933,ARBOUR-FULLER HOSPITAL,2001-12,1,41499.89,41464.89,35.00,41499.890000000000,0.99915662427057035573
278663187212707114,NO_INSURANCE,469245621271018320,LYNN URGENT CARE LLC,2001-12,1,1224.00,0.00,1224.00,1224.0000000000000000,0E-20
278663187212707114,NO_INSURANCE,363458983347729064,Fitchburg Outpatient Clinic,2001-12,1,1444.46,0.00,1444.46,1444.4600000000000000,0E-20
